cik	companyname	adsh	date	tag	label	value	report	datatype
785956	J&J SNACK FOODS CORP	0001437749-21-027317	20190930	IncomeTaxReconciliationStateAndLocalIncomeTaxes	State income taxes, net of federal income tax benefit	6664000.0000	https://www.sec.gov/Archives/edgar/data/785956/000143774921027317/R59.htm	monetary	
785786	PLEXUS CORP	0000785786-21-000082	20210930	EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitPercent	Excess tax benefits related to share-based compensation	-0.0090	https://www.sec.gov/Archives/edgar/data/785786/000078578621000082/R59.htm	percent	
1732845	WESTROCK CO	0001564590-21-057778	20210930	EffectiveIncomeTaxRateReconciliationOtherAdjustments	Other, net	-0.0040	https://www.sec.gov/Archives/edgar/data/1732845/000156459021057778/R78.htm	percent	
857005	PTC INC.	0001564590-21-057806	20210930	IncomeTaxExpenseBenefit	Total provision (benefit) for income taxes	-85168000.0000	https://www.sec.gov/Archives/edgar/data/857005/000156459021057806/R62.htm	monetary	
794172	MERIDIAN BIOSCIENCE INC	0001193125-21-337663	20200930	EffectiveIncomeTaxRateReconciliationOtherAdjustments	Other, net, rate	-0.0090	https://www.sec.gov/Archives/edgar/data/794172/000119312521337663/R63.htm	percent	
1632790	ENERGIZER HOLDINGS, INC.	0001632790-21-000128	20200930	EffectiveIncomeTaxRateReconciliationUncertainTaxPositionsAmount	Uncertain tax positions	2100000.0000	https://www.sec.gov/Archives/edgar/data/1632790/000163279021000128/R74.htm	monetary	
1670541	ADIENT PLC	0001670541-21-000133	20200630	IncomeTaxReconciliationNondeductibleExpenseImpairmentLosses	Goodwill impairment	-5000000.0000	https://www.sec.gov/Archives/edgar/data/1670541/000167054121000133/R97.htm	monetary	
1613665	GREAT WESTERN BANCORP, INC.	0001613665-21-000052	20200930	IncomeTaxExpenseBenefit	Total provision for (benefit from) income taxes	-25510000.0000	https://www.sec.gov/Archives/edgar/data/1613665/000161366521000052/R104.htm	monetary	
1126956	SPIRE INC	0001564590-21-057844	20190930	EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes	State and local income taxes, net of federal income tax benefits	0.0360	https://www.sec.gov/Archives/edgar/data/1126956/000156459021057844/R80.htm	percent	
857005	PTC INC.	0001564590-21-057806	20190930	IncomeTaxExpenseBenefit	Total provision (benefit) for income taxes	6700000.0000	https://www.sec.gov/Archives/edgar/data/857005/000156459021057806/R62.htm	monetary	
21510	COHERENT INC	0000021510-21-000060	20190930	IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance	Valuation allowance	7925000.0000	https://www.sec.gov/Archives/edgar/data/21510/000002151021000060/R101.htm	monetary	
1048695	F5, INC.	0001048695-21-000044	20200930	IncomeTaxReconciliationTaxCreditsResearch	Research and development and other credits	11843000.0000	https://www.sec.gov/Archives/edgar/data/1048695/000104869521000044/R75.htm	monetary	
46765	HELMERICH & PAYNE, INC.	0000046765-21-000044	20210930	EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes	State income taxes, net of federal tax benefit	0.0260	https://www.sec.gov/Archives/edgar/data/46765/000004676521000044/R69.htm	percent	
829224	STARBUCKS CORP	0000829224-21-000086	20190930	IncomeTaxRateReconciliationCharitableContributionsPercent	Income Tax Rate Reconciliation, Charitable Contributions, Percent	0.0000	https://www.sec.gov/Archives/edgar/data/829224/000082922421000086/R87.htm	percent	
63296	MATTHEWS INTERNATIONAL CORP	0000063296-21-000107	20210930	EffectiveIncomeTaxRateReconciliationNondeductibleExpenseTerminationOfSupplementalRetirementPlanPercent	Termination of SERP	0.2860	https://www.sec.gov/Archives/edgar/data/63296/000006329621000107/R86.htm	percent	
807882	JACK IN THE BOX INC /NEW/	0000807882-21-000016	20200930	EffectiveIncomeTaxRateReconciliationTaxCredits	Benefit of jobs tax credits, net of valuation allowance	0.0050	https://www.sec.gov/Archives/edgar/data/807882/000080788221000016/R77.htm	percent	
823277	CHS INC	0000823277-21-000044	20190831	EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance	Valuation allowance	0.0260	https://www.sec.gov/Archives/edgar/data/823277/000082327721000044/R73.htm	percent	
1493594	MACOM TECHNOLOGY SOLUTIONS HOLDINGS, INC.	0001493594-21-000079	20190930	EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes	State taxes net of federal benefit	0.0090	https://www.sec.gov/Archives/edgar/data/1493594/000149359421000079/R95.htm	percent	
46765	HELMERICH & PAYNE, INC.	0000046765-21-000044	20200930	EffectiveIncomeTaxRateReconciliationContingentConsiderationAdjustment	Contingent consideration adjustment	0.0000	https://www.sec.gov/Archives/edgar/data/46765/000004676521000044/R69.htm	percent	
1308547	DOLBY LABORATORIES, INC.	0001628280-21-023630	20210930	EffectiveIncomeTaxRateContinuingOperations	Effective tax rate	0.1030	https://www.sec.gov/Archives/edgar/data/1308547/000162828021023630/R89.htm	percent	
884614	UGI CORP /PA/	0000884614-21-000065	20190930	EffectiveIncomeTaxRateReconciliationMinorityInterestIncomeExpense	Noncontrolling interests not subject to tax	0.0270	https://www.sec.gov/Archives/edgar/data/884614/000088461421000065/R85.htm	percent	
887733	CENTRAL GARDEN & PET CO	0000887733-21-000016	20190930	EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitPercent	Stock based compensation	-0.0160	https://www.sec.gov/Archives/edgar/data/887733/000088773321000016/R85.htm	percent	
897723	SANMINA CORP	0000897723-21-000028	20200930	TaxEffectOnReleaseOfForeignTaxReserves	Release of foreign tax reserves	-0.0361	https://www.sec.gov/Archives/edgar/data/897723/000089772321000028/R68.htm	percent	
829224	STARBUCKS CORP	0000829224-21-000086	20190930	EffectiveIncomeTaxRateReconciliationTaxRateChangePercent	Effective Income Tax Rate Reconciliation, Tax Rate Change, Percent	-0.0150	https://www.sec.gov/Archives/edgar/data/829224/000082922421000086/R87.htm	percent	
1718227	CONSTRUCTION PARTNERS, INC.	0001718227-21-000107	20210930	EffectiveIncomeTaxRateReconciliationIncreaseDecreaseInPermanentDifferences	Permanent differences	961000.0000	https://www.sec.gov/Archives/edgar/data/1718227/000171822721000107/R90.htm	monetary	
1308547	DOLBY LABORATORIES, INC.	0001628280-21-023630	20210930	EffectiveIncomeTaxRateContinuingOperations	Effective tax rate	0.1030	https://www.sec.gov/Archives/edgar/data/1308547/000162828021023630/R89.htm	percent	
46765	HELMERICH & PAYNE, INC.	0000046765-21-000044	20210930	EffectiveIncomeTaxRateReconciliationNondeductibleExpenseMealsAndEntertainment	Non-deductible meals and entertainment	-0.0010	https://www.sec.gov/Archives/edgar/data/46765/000004676521000044/R69.htm	percent	
823277	CHS INC	0000823277-21-000044	20190831	EffectiveIncomeTaxRateReconciliationDeductionsQualifiedProductionActivities	Domestic production activities deduction	0.0990	https://www.sec.gov/Archives/edgar/data/823277/000082327721000044/R73.htm	percent	
1584509	ARAMARK	0001584509-21-000256	20210930	EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential	Foreign taxes	0.0610	https://www.sec.gov/Archives/edgar/data/1584509/000158450921000256/R95.htm	percent	
21510	COHERENT INC	0000021510-21-000060	20190930	IncomeTaxReconciliationForeignIncomeTaxRateDifferential	Taxes on foreign earnings at rates greater (less) than U.S. rates, net	-8210000.0000	https://www.sec.gov/Archives/edgar/data/21510/000002151021000060/R101.htm	monetary	
1493594	MACOM TECHNOLOGY SOLUTIONS HOLDINGS, INC.	0001493594-21-000079	20190930	EffectiveIncomeTaxRateReconciliationProvisionToReturnAdjustments	Provision to return adjustments	0.0030	https://www.sec.gov/Archives/edgar/data/1493594/000149359421000079/R95.htm	percent	
887733	CENTRAL GARDEN & PET CO	0000887733-21-000016	20190930	EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes	State income taxes, net of federal benefit	0.0430	https://www.sec.gov/Archives/edgar/data/887733/000088773321000016/R85.htm	percent	
859737	HOLOGIC INC	0000859737-21-000023	20200930	EffectiveIncomeTaxRateReconciliationNondeductibleExpenseRestructuringCharges	Internal restructuring	0.0000	https://www.sec.gov/Archives/edgar/data/859737/000085973721000023/R83.htm	percent	
1782754	AZEK CO INC.	0001564590-21-057997	20200930	EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes	State and local taxes  net of federal benefit	0.0060	https://www.sec.gov/Archives/edgar/data/1782754/000156459021057997/R88.htm	percent	
785956	J&J SNACK FOODS CORP	0001437749-21-027317	20190930	IncomeTaxReconciliationOtherAdjustments	Other, net	-335000.0000	https://www.sec.gov/Archives/edgar/data/785956/000143774921027317/R59.htm	monetary	
854775	DIGI INTERNATIONAL INC	0000854775-21-000018	20190930	IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost	Employee stock purchase plan	59000.0000	https://www.sec.gov/Archives/edgar/data/854775/000085477521000018/R79.htm	monetary	
913760	STONEX GROUP INC.	0000913760-21-000189	20190930	EffectiveIncomeTaxRateReconciliationTaxHolidays	Income tax rate holiday	0.0050	https://www.sec.gov/Archives/edgar/data/913760/000091376021000189/R104.htm	percent	
1604643	EVOQUA WATER TECHNOLOGIES CORP.	0001604643-21-000094	20210930	IncomeTaxReconciliationNondeductibleExpenseMealsAndEntertainment	Meals and entertainment expense	176000.0000	https://www.sec.gov/Archives/edgar/data/1604643/000160464321000094/R114.htm	monetary	
108312	WOODWARD, INC.	0001564590-21-057773	20200930	EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxesAndTaxSettlements	Adjustments of prior period tax items	0.0100	https://www.sec.gov/Archives/edgar/data/108312/000156459021057773/R119.htm	percent	
884614	UGI CORP /PA/	0000884614-21-000065	20190930	EffectiveIncomeTaxRateReconciliationOtherAdjustments	Other, net	0.0070	https://www.sec.gov/Archives/edgar/data/884614/000088461421000065/R85.htm	percent	
794172	MERIDIAN BIOSCIENCE INC	0001193125-21-337663	20190930	EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential	Foreign tax rate differences, rate	0.0010	https://www.sec.gov/Archives/edgar/data/794172/000119312521337663/R63.htm	percent	
1632790	ENERGIZER HOLDINGS, INC.	0001632790-21-000128	20210930	EffectiveIncomeTaxRateReconciliationTaxContingenciesForeign	Foreign tax incentives, period	-0.0240	https://www.sec.gov/Archives/edgar/data/1632790/000163279021000128/R74.htm	percent	
1584509	ARAMARK	0001584509-21-000256	20210930	EffectiveIncomeTaxRateReconciliationDispositionOfBusiness	Divestiture of HCT	0.0000	https://www.sec.gov/Archives/edgar/data/1584509/000158450921000256/R95.htm	percent	
859737	HOLOGIC INC	0000859737-21-000023	20210930	EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017Percent	Tax reform	0.0000	https://www.sec.gov/Archives/edgar/data/859737/000085973721000023/R83.htm	pure	
1632790	ENERGIZER HOLDINGS, INC.	0001632790-21-000128	20190930	IncomeTaxReconciliationTaxContingenciesForeign	Foreign tax incentives	-5300000.0000	https://www.sec.gov/Archives/edgar/data/1632790/000163279021000128/R74.htm	monetary	
859737	HOLOGIC INC	0000859737-21-000023	20200930	EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential	Foreign rate differential	0.0120	https://www.sec.gov/Archives/edgar/data/859737/000085973721000023/R83.htm	percent	
56978	KULICKE & SOFFA INDUSTRIES INC	0000056978-21-000153	20190930	IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest	Income before income taxes	34687000.0000	https://www.sec.gov/Archives/edgar/data/56978/000005697821000153/R76.htm	monetary	
785956	J&J SNACK FOODS CORP	0001437749-21-027317	20190930	IncomeTaxReconciliationRepatriationOfForeignEarnings	One-time repatriation tax	885000.0000	https://www.sec.gov/Archives/edgar/data/785956/000143774921027317/R59.htm	monetary	
854775	DIGI INTERNATIONAL INC	0000854775-21-000018	20190930	IncomeTaxReconciliationOtherAdjustments	Other, net	-6000.0000	https://www.sec.gov/Archives/edgar/data/854775/000085477521000018/R79.htm	monetary	
1604643	EVOQUA WATER TECHNOLOGIES CORP.	0001604643-21-000094	20210930	EffectiveIncomeTaxRateReconciliationNondeductibleExpenseInterestExpenseAmount	Nondeductible interest expense	588000.0000	https://www.sec.gov/Archives/edgar/data/1604643/000160464321000094/R114.htm	monetary	
1378992	BERRY GLOBAL GROUP, INC.	0001140361-21-038583	20190930	IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost	Share-based compensation	-12000000.0000	https://www.sec.gov/Archives/edgar/data/1378992/000114036121038583/R53.htm	monetary	
829224	STARBUCKS CORP	0000829224-21-000086	20210930	EffectiveIncomeTaxRateContinuingOperations	Effective tax rate	0.2160	https://www.sec.gov/Archives/edgar/data/829224/000082922421000086/R87.htm	percent	
1732845	WESTROCK CO	0001564590-21-057778	20190930	EffectiveIncomeTaxRateReconciliationAdjustmentAndResolutionOfFederalStateAndForeignTaxUncertainties	Adjustment and resolution of federal, state and foreign tax uncertainties	0.0120	https://www.sec.gov/Archives/edgar/data/1732845/000156459021057778/R78.htm	percent	
1670541	ADIENT PLC	0001670541-21-000133	20200930	IncomeTaxReconciliationOtherAdjustments	Other	9000000.0000	https://www.sec.gov/Archives/edgar/data/1670541/000167054121000133/R97.htm	monetary	
936528	WASHINGTON FEDERAL INC	0000936528-21-000122	20210930	EffectiveIncomeTaxRateReconciliationOtherAdjustments	Other differences	-0.0200	https://www.sec.gov/Archives/edgar/data/936528/000093652821000122/R85.htm	percent	
1118417	MODEL N, INC.	0001118417-21-000166	20210930	IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost	Stock-based compensation	-2757000.0000	https://www.sec.gov/Archives/edgar/data/1118417/000111841721000166/R74.htm	monetary	
857005	PTC INC.	0001564590-21-057806	20190930	EffectiveIncomeTaxReconciliationForeignDerivedIntangibleIncomePercent	Foreign-Derived Intangible Income (FDII)	-0.3200	https://www.sec.gov/Archives/edgar/data/857005/000156459021057806/R62.htm	percent	
1782754	AZEK CO INC.	0001564590-21-057997	20190930	IncomeTaxExpenseBenefit	Income tax expense (benefit)	-3955000.0000	https://www.sec.gov/Archives/edgar/data/1782754/000156459021057997/R88.htm	monetary	
1493594	MACOM TECHNOLOGY SOLUTIONS HOLDINGS, INC.	0001493594-21-000079	20210930	EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance	Change in valuation allowance	-0.1940	https://www.sec.gov/Archives/edgar/data/1493594/000149359421000079/R95.htm	percent	
1604643	EVOQUA WATER TECHNOLOGIES CORP.	0001604643-21-000094	20200930	EffectiveIncomeTaxRateReconciliationAccruedTaxAdjustmentsAmount	Accrued tax adjustments	-6000.0000	https://www.sec.gov/Archives/edgar/data/1604643/000160464321000094/R114.htm	monetary	
1424404	WOLVERINE TECHNOLOGIES CORP.	0001062993-21-011036	20210531	IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance	Valuation allowance change	36536.0000	https://www.sec.gov/Archives/edgar/data/1424404/000106299321011036/R27.htm	monetary	
1002517	NUANCE COMMUNICATIONS, INC.	0001002517-21-000052	20210930	IncomeTaxReconciliationDispositionOfAssets	Intangible property transfers	0.0000	https://www.sec.gov/Archives/edgar/data/1002517/000100251721000052/R106.htm	monetary	
731802	ATMOS ENERGY CORP	0000731802-21-000040	20190930	IncomeTaxReconciliationStateAndLocalIncomeTaxes	State taxes (net of federal benefit)	20202000.0000	https://www.sec.gov/Archives/edgar/data/731802/000073180221000040/R92.htm	monetary	
794172	MERIDIAN BIOSCIENCE INC	0001193125-21-337663	20190930	EffectiveIncomeTaxReconciliationGlobalIntangibleLowTaxedIncomeTaxRate	Global Intangible Low Taxed Income tax, rate	0.0350	https://www.sec.gov/Archives/edgar/data/794172/000119312521337663/R63.htm	percent	
2969	AIR PRODUCTS & CHEMICALS INC /DE/	0000002969-21-000055	20210930	EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitPercent	Share-based compensation	-0.0070	https://www.sec.gov/Archives/edgar/data/2969/000000296921000055/R128.htm	percent	
913760	STONEX GROUP INC.	0000913760-21-000189	20200930	EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate	Income tax rate change	0.0000	https://www.sec.gov/Archives/edgar/data/913760/000091376021000189/R104.htm	percent	
731802	ATMOS ENERGY CORP	0000731802-21-000040	20190930	IncomeTaxReconciliationNondeductibleExpenseAmortization	Amortization of excess deferred taxes	-14085000.0000	https://www.sec.gov/Archives/edgar/data/731802/000073180221000040/R92.htm	monetary	
2969	AIR PRODUCTS & CHEMICALS INC /DE/	0000002969-21-000055	20210930	EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential	Foreign tax differentials	0.0050	https://www.sec.gov/Archives/edgar/data/2969/000000296921000055/R128.htm	percent	
794172	MERIDIAN BIOSCIENCE INC	0001193125-21-337663	20210930	IncomeTaxReconciliationChangeInUncertainTaxPositions	Uncertain tax position activity	205000.0000	https://www.sec.gov/Archives/edgar/data/794172/000119312521337663/R63.htm	monetary	
785786	PLEXUS CORP	0000785786-21-000082	20200930	EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate	Federal statutory income tax rate	0.2100	https://www.sec.gov/Archives/edgar/data/785786/000078578621000082/R59.htm	percent	
807882	JACK IN THE BOX INC /NEW/	0000807882-21-000016	20200930	EffectiveIncomeTaxRateReconciliationDeductionsOther	Benefit related to COLIs	0.0090	https://www.sec.gov/Archives/edgar/data/807882/000080788221000016/R77.htm	percent	
913760	STONEX GROUP INC.	0000913760-21-000189	20200930	EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance	Change in valuation allowance	0.0100	https://www.sec.gov/Archives/edgar/data/913760/000091376021000189/R104.htm	percent	
1732845	WESTROCK CO	0001564590-21-057778	20200930	EffectiveIncomeTaxRateReconciliationNondeductibleExpenseImpairmentLosses	Goodwill impairment	-0.5120	https://www.sec.gov/Archives/edgar/data/1732845/000156459021057778/R78.htm	percent	
857005	PTC INC.	0001564590-21-057806	20190930	IncomeTaxExpenseBenefit	Total provision (benefit) for income taxes	47760000.0000	https://www.sec.gov/Archives/edgar/data/857005/000156459021057806/R62.htm	monetary	
794172	MERIDIAN BIOSCIENCE INC	0001193125-21-337663	20190930	IncomeTaxReconciliationTaxCreditsForeign	Foreign tax credit	990000.0000	https://www.sec.gov/Archives/edgar/data/794172/000119312521337663/R63.htm	monetary	
1140859	AMERISOURCEBERGEN CORP	0001140859-21-000058	20200930	EffectiveIncomeTaxRateReconciliationTaxSettlements	Litigation settlements and accruals (see Note 14)	-0.0620	https://www.sec.gov/Archives/edgar/data/1140859/000114085921000058/R59.htm	percent	
1604643	EVOQUA WATER TECHNOLOGIES CORP.	0001604643-21-000094	20200930	EffectiveIncomeTaxRateReconciliationTaxBenefitOfOtherComprehensiveIncomeAmount	Tax benefits of other comprehensive income	0.0000	https://www.sec.gov/Archives/edgar/data/1604643/000160464321000094/R114.htm	monetary	
1424404	WOLVERINE TECHNOLOGIES CORP.	0001062993-21-011036	20200531	IncomeTaxExpenseBenefit	Provision for income taxes	0.0000	https://www.sec.gov/Archives/edgar/data/1424404/000106299321011036/R27.htm	monetary	
1118417	MODEL N, INC.	0001118417-21-000166	20210930	IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate	Tax at statutory federal rate	-6083000.0000	https://www.sec.gov/Archives/edgar/data/1118417/000111841721000166/R74.htm	monetary	
1782754	AZEK CO INC.	0001564590-21-057997	20210930	IncomeTaxExpenseBenefitPercent	Income tax expense (benefit) / effective tax rate	0.2350	https://www.sec.gov/Archives/edgar/data/1782754/000156459021057997/R88.htm	percent	
1127475	DIGITAL BRAND MEDIA & MARKETING GROUP, INC.	0001185185-21-001609	20200831	IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate	Benefit computed at statutory rate	138000.0000	https://www.sec.gov/Archives/edgar/data/1127475/000118518521001609/R47.htm	monetary	
1048695	F5, INC.	0001048695-21-000044	20210930	IncomeTaxReconciliationForeignIncomeTaxRateDifferential	Tax impact of foreign operations	-26881000.0000	https://www.sec.gov/Archives/edgar/data/1048695/000104869521000044/R75.htm	monetary	
1378992	BERRY GLOBAL GROUP, INC.	0001140361-21-038583	20190930	IncomeTaxReconciliationTaxCredits	Federal and state credits	8000000.0000	https://www.sec.gov/Archives/edgar/data/1378992/000114036121038583/R53.htm	monetary	
1493594	MACOM TECHNOLOGY SOLUTIONS HOLDINGS, INC.	0001493594-21-000079	20210930	EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate	Federal statutory rate	0.2100	https://www.sec.gov/Archives/edgar/data/1493594/000149359421000079/R95.htm	percent	
829224	STARBUCKS CORP	0000829224-21-000086	20210930	EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate	Effective Income Tax Rate Reconciliation, at Federal Statutory Income Tax Rate, Percent	0.2100	https://www.sec.gov/Archives/edgar/data/829224/000082922421000086/R87.htm	percent	
1126956	SPIRE INC	0001564590-21-057844	20210930	EffectiveIncomeTaxRateContinuingOperations	Effective income tax rate	0.2530	https://www.sec.gov/Archives/edgar/data/1126956/000156459021057844/R80.htm	percent	
814547	FAIR ISAAC CORP	0000814547-21-000019	20210930	IncomeTaxExpenseBenefit	Total provision	81058000.0000	https://www.sec.gov/Archives/edgar/data/814547/000081454721000019/R83.htm	monetary	
936528	WASHINGTON FEDERAL INC	0000936528-21-000122	20210930	EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes	State income tax	0.0200	https://www.sec.gov/Archives/edgar/data/936528/000093652821000122/R85.htm	percent	
1670541	ADIENT PLC	0001670541-21-000133	20200930	EffectiveIncomeTaxRateReconciliationTaxImpactOfCorporateEquityTransactions	Tax impact of corporate equity transactions	-77000000.0000	https://www.sec.gov/Archives/edgar/data/1670541/000167054121000133/R97.htm	monetary	
1353970	CHINA XD PLASTICS CO LTD	0001493152-21-028658	20201231	EffectiveIncomeTaxRatePreferentialTaxRate	Preferential tax rate	0.1080	https://www.sec.gov/Archives/edgar/data/1353970/000149315221028658/R96.htm	percent	
1002517	NUANCE COMMUNICATIONS, INC.	0001002517-21-000052	20210930	IncomeTaxReconciliationStateAndLocalIncomeTaxes	State tax provision (benefit), net of federal benefit	1831000.0000	https://www.sec.gov/Archives/edgar/data/1002517/000100251721000052/R106.htm	monetary	
1604643	EVOQUA WATER TECHNOLOGIES CORP.	0001604643-21-000094	20190930	EffectiveIncomeTaxRateReconciliationNetBenefitofForeignRDExpenses	Net benefit of foreign R&D expenses	-191000.0000	https://www.sec.gov/Archives/edgar/data/1604643/000160464321000094/R114.htm	monetary	
21510	COHERENT INC	0000021510-21-000060	20200930	EffectiveIncomeTaxRateReconciliationReversalOfCompetentAuthorityAmount	Reversal of competent authority	8552000.0000	https://www.sec.gov/Archives/edgar/data/21510/000002151021000060/R101.htm	monetary	
1632790	ENERGIZER HOLDINGS, INC.	0001632790-21-000128	20200930	EffectiveIncomeTaxRateReconciliationDebtRefinancingPercent	Debt refinancing	0.0000	https://www.sec.gov/Archives/edgar/data/1632790/000163279021000128/R74.htm	pure	
1670541	ADIENT PLC	0001670541-21-000133	20210930	IncomeTaxExpenseBenefit	Income tax provision	249000000.0000	https://www.sec.gov/Archives/edgar/data/1670541/000167054121000133/R97.htm	monetary	
857005	PTC INC.	0001564590-21-057806	20200930	IncomeTaxReconciliationTaxCreditsForeign	Foreign tax credit	0.0000	https://www.sec.gov/Archives/edgar/data/857005/000156459021057806/R62.htm	monetary	
1613665	GREAT WESTERN BANCORP, INC.	0001613665-21-000052	20190930	IncomeTaxReconciliationOtherAdjustments	Other	384000.0000	https://www.sec.gov/Archives/edgar/data/1613665/000161366521000052/R104.htm	monetary	
50725	GRIFFON CORP	0000050725-21-000068	20190930	EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential	Non-U.S. taxes - foreign permanent items and taxes	0.0310	https://www.sec.gov/Archives/edgar/data/50725/000005072521000068/R82.htm	percent	
56978	KULICKE & SOFFA INDUSTRIES INC	0000056978-21-000153	20190930	EffectiveIncomeTaxRateReconciliationTaxCutandJobsAct2017TransitionTax	U.S. one-time transition tax	9369000.0000	https://www.sec.gov/Archives/edgar/data/56978/000005697821000153/R78.htm	monetary	
720005	RAYMOND JAMES FINANCIAL INC	0000720005-21-000106	20200930	EffectiveIncomeTaxRateReconciliationTaxCredits	Federal tax credits	0.0110	https://www.sec.gov/Archives/edgar/data/720005/000072000521000106/R118.htm	percent	
807882	JACK IN THE BOX INC /NEW/	0000807882-21-000016	20200930	EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent	Other, net	-0.0010	https://www.sec.gov/Archives/edgar/data/807882/000080788221000016/R77.htm	percent	
857005	PTC INC.	0001564590-21-057806	20200930	EffectiveIncomeTaxRateReconciliationTaxSettlements	Audits and settlements	0.0000	https://www.sec.gov/Archives/edgar/data/857005/000156459021057806/R62.htm	percent	
1177648	ENANTA PHARMACEUTICALS INC	0000950170-21-004895	20200930	EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate1	Federal statutory income tax rate	-0.2100	https://www.sec.gov/Archives/edgar/data/1177648/000095017021004895/R66.htm	percent	
1126956	SPIRE INC	0001564590-21-057844	20200930	EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxes	Taxes related to prior years	-0.0140	https://www.sec.gov/Archives/edgar/data/1126956/000156459021057844/R80.htm	percent	
825542	SCOTTS MIRACLE-GRO CO	0001546380-21-000037	20190930	EffectiveIncomeTaxRateReconciliationOtherAdjustments	Other	0.0040	https://www.sec.gov/Archives/edgar/data/825542/000154638021000037/R109.htm	percent	
1744489	WALT DISNEY CO	0001744489-21-000220	20200930	EffectiveIncomeTaxRateReconciliationForeignDerivedIntangibleIncome	Foreign Derived Income	0.0000	https://www.sec.gov/Archives/edgar/data/1744489/000174448921000220/R92.htm	monetary	
1002517	NUANCE COMMUNICATIONS, INC.	0001002517-21-000052	20210930	IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate	Federal tax benefit at statutory rate	-2512000.0000	https://www.sec.gov/Archives/edgar/data/1002517/000100251721000052/R106.htm	monetary	
1140859	AMERISOURCEBERGEN CORP	0001140859-21-000058	20210930	EffectiveIncomeTaxRateReconciliationCARESActPercent	CARES Act	0.0000	https://www.sec.gov/Archives/edgar/data/1140859/000114085921000058/R59.htm	percent	
1632790	ENERGIZER HOLDINGS, INC.	0001632790-21-000128	20210930	EffectiveIncomeTaxRateReconciliationDebtRefinancing	Debt refinancing	-3400000.0000	https://www.sec.gov/Archives/edgar/data/1632790/000163279021000128/R74.htm	monetary	
1604643	EVOQUA WATER TECHNOLOGIES CORP.	0001604643-21-000094	20190930	IncomeTaxReconciliationMinorityInterestIncomeExpense	Non-controlling interest	221000.0000	https://www.sec.gov/Archives/edgar/data/1604643/000160464321000094/R114.htm	monetary	
108312	WOODWARD, INC.	0001564590-21-057773	20200930	EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitPercent	Compensation and benefits	0.0040	https://www.sec.gov/Archives/edgar/data/108312/000156459021057773/R119.htm	percent	
21510	COHERENT INC	0000021510-21-000060	20210930	EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate	Effective income tax rate reconciliation, at federal statutory income tax rate, percent	0.2100	https://www.sec.gov/Archives/edgar/data/21510/000002151021000060/R101.htm	percent	
1350593	MUELLER WATER PRODUCTS, INC.	0001350593-21-000061	20200930	EffectiveIncomeTaxRateReconciliationUncertainTaxPositions	Uncertain tax positions	-1000000.0000	https://www.sec.gov/Archives/edgar/data/1350593/000135059321000061/R58.htm	monetary	
